statement,class_id,class_name
arr[71] = log(len);,6,Array Access
"y = (long *) calloc(1, sizeof(int64_t));",13,Memory Allocation
z = (bool *) count;,12,Cast Expression
return (long *) n;,12,Cast Expression
long result = sum + 73;,3,Declaration
flag = (int64_t) 76;,12,Cast Expression
len = ret / err;,0,Assignment
return 0;,5,Return
i = result >> 1;,10,Bitwise Operation
if (ret & code) { },10,Bitwise Operation
return code->flags;,8,Struct Access
std::unique_ptr<float> k = std::make_unique<bool>();,13,Memory Allocation
y = strlen(n);,0,Assignment
if (log(k) && total > 121) { },11,Logical Expression
len = (uint8_t) fopen(len);,12,Cast Expression
if (*count != NULL) { },7,Pointer Operation
static uint32_t size = 102;,3,Declaration
return size * 113;,5,Return
total->size = total->val;,8,Struct Access
if (temp == 97) { },2,Conditional
matrix[ret] = list[i - 1];,6,Array Access
if (sum.prev > 78) { },8,Struct Access
"throw std::runtime_error(""k"");",14,Exception Handling
i = (size_t) (sum - 32);,12,Cast Expression
return i >= 0;,5,Return
while (temp != NULL) { },1,Loop
z = (double) 11;,12,Cast Expression
(--code);,9,Increment/Decrement
auto value = 44;,3,Declaration
bool *result = new float[93];,13,Memory Allocation
len->left++;,9,Increment/Decrement
if (j == 68 || code == 120) { },2,Conditional
return flag + 27;,5,Return
stack[i]++;,6,Array Access
len = malloc(sizeof(bool));,13,Memory Allocation
--(*n);,9,Increment/Decrement
++(*code);,9,Increment/Decrement
static uint32_t temp;,3,Declaration
"memset(temp, 0, sizeof(len));",4,Function Call
return temp > 0 && count < 76;,5,Return
for (int code = 0; err < 62; index += 2) { },1,Loop
return (double) y;,12,Cast Expression
while (value != NULL) { },1,Loop
code.val--;,8,Struct Access
std::unique_ptr<double> offset = std::make_unique<uint8_t>();,13,Memory Allocation
k = (bool) index * 120;,12,Cast Expression
count = table[x][offset];,6,Array Access
size = *sum;,7,Pointer Operation
size = k & ~(1 << 46);,10,Bitwise Operation
const float code = sum + 11;,3,Declaration
ret = ret ? 85 : 4;,0,Assignment
assert(count != result);,14,Exception Handling
*y = sqrt(offset);,7,Pointer Operation
"throw std::runtime_error(""flag"");",14,Exception Handling
return ret == 45;,5,Return
code = matrix[31];,6,Array Access
rand(NULL);,4,Function Call
fclose();,4,Function Call
const int y = (size_t) j;,12,Cast Expression
"err = (long *) calloc(127, sizeof(int));",13,Memory Allocation
int value[39] = {0};,3,Declaration
int i = flag.next;,8,Struct Access
if ((y != 126) || (flag <= 114)) { },2,Conditional
if ((index & 53) != 0) { },10,Bitwise Operation
"printf(code, NULL);",4,Function Call
bool *temp = malloc(sizeof(int));,13,Memory Allocation
list[90] = scanf(total);,6,Array Access
if (index & 26) { },10,Bitwise Operation
if (printf(count) == 0) { },2,Conditional
len = sizeof(char);,0,Assignment
"atoi(index, &k);",4,Function Call
if (memset(x) == 0) { },2,Conditional
bool j[42] = {0};,3,Declaration
index--;,9,Increment/Decrement
if (err == index) { },2,Conditional
code = index & ~1;,10,Bitwise Operation
const int temp = (float) value;,12,Cast Expression
if (temp == &total) { },7,Pointer Operation
uint8_t offset;,3,Declaration
count = (temp <= z) ? 1 : 0;,11,Logical Expression
sum = *(err + 112);,7,Pointer Operation
if (size.flags == 0) { },8,Struct Access
if (err < 124) { },2,Conditional
"fopen(x, 122);",4,Function Call
struct cfg total;,3,Declaration
return NULL;,5,Return
return NULL;,5,Return
(*j)--;,7,Pointer Operation
temp = vals[y];,6,Array Access
"long i = strlen(size, 17);",3,Declaration
assert(code != NULL);,14,Exception Handling
return printf(count);,5,Return
"fopen(total, count);",4,Function Call
while (result) { },1,Loop
(++size);,9,Increment/Decrement
"memset(k, 0, sizeof(j));",4,Function Call
(temp++);,9,Increment/Decrement
"int64_t *flag = (double *) realloc(err, 1);",13,Memory Allocation
*i = strlen(len);,7,Pointer Operation
assert(n >= 0);,14,Exception Handling
fopen();,4,Function Call
for (int size = 0; n <= 80; k++) { },1,Loop
return NULL;,5,Return
arr[z - 1] = 92;,6,Array Access
i = *count;,7,Pointer Operation
do { } while (--sum > 0);,1,Loop
do { } while (--code > 0);,1,Loop
const double x = temp + 58;,3,Declaration
while (y != ret) { },1,Loop
if (i->head == NULL) { },8,Struct Access
if (!z && count) { },11,Logical Expression
ret = code << 97;,10,Bitwise Operation
index >>= 3;,9,Increment/Decrement
++stack[k];,9,Increment/Decrement
atoi();,4,Function Call
n = ~sum;,10,Bitwise Operation
y.left++;,8,Struct Access
n = 102;,0,Assignment
"throw std::out_of_range(""invalid "" + std::to_string(ret));",14,Exception Handling
return !flag;,5,Return
(--index);,9,Increment/Decrement
err.len = 44;,8,Struct Access
if (x == 53) { },2,Conditional
temp = value >> 76;,10,Bitwise Operation
code = 126 * 20;,0,Assignment
return NULL;,5,Return
if (ret->flags != 90) { },8,Struct Access
index = flag & z;,10,Bitwise Operation
if (!size && ret) { },11,Logical Expression
"flag = (uint32_t *) calloc(50, sizeof(uint8_t));",13,Memory Allocation
i = sum & ~(1 << 102);,10,Bitwise Operation
float *index = malloc(sizeof(float) * 74);,13,Memory Allocation
*code = *ret;,7,Pointer Operation
extern bool result;,3,Declaration
double size = !size;,11,Logical Expression
total = 90 + 111;,0,Assignment
y.flags--;,8,Struct Access
*value = temp;,7,Pointer Operation
sum = x >> 122;,10,Bitwise Operation
if (size > 116 && err < 27) { },2,Conditional
if (ret == offset) { },2,Conditional
throw std::out_of_range();,14,Exception Handling
temp = malloc(sizeof(bool) * 22);,13,Memory Allocation
n = result && j;,11,Logical Expression
len = sizeof(char);,0,Assignment
i = ret || j;,11,Logical Expression
free(total); x = NULL;,13,Memory Allocation
size = ret->val + 82;,8,Struct Access
--table[size];,9,Increment/Decrement
for (bool index = 0; index < 38; len++) { },1,Loop
try { } catch (std::bad_alloc &flag) { },14,Exception Handling
uint8_t result = ret;,3,Declaration
long index = log(err);,3,Declaration
do { } while (total < 110);,1,Loop
return temp + sum;,5,Return
k = count * len;,0,Assignment
if (len == NULL) { },2,Conditional
ret = (char) size * 77;,12,Cast Expression
char *value = new long[100];,13,Memory Allocation
matrix[x % 7] = z;,6,Array Access
value->flags--;,8,Struct Access
for (total = 0; i < n; ret++) { },1,Loop
assert(size < 71);,14,Exception Handling
x = size & ~107;,10,Bitwise Operation
(*x)--;,9,Increment/Decrement
result = new int64_t[59];,13,Memory Allocation
(*k)++;,7,Pointer Operation
const float count = (int) count;,12,Cast Expression
try { } catch (std::runtime_error &value) { },14,Exception Handling
j &= x;,10,Bitwise Operation
code = err * n;,0,Assignment
free(ret); z = NULL;,13,Memory Allocation
bool code = value || !err;,11,Logical Expression
size = (long) offset * 58;,12,Cast Expression
y = sizeof(code);,0,Assignment
bool *len = (int64_t *) err;,7,Pointer Operation
if (value > 0 && i < 113) { },2,Conditional
char count = (double) 111;,3,Declaration
err->flags--;,8,Struct Access
printf(83);,4,Function Call
index = data[72];,6,Array Access
char total[46] = {0};,3,Declaration
while (!n) { },1,Loop
"strlen(size, &n);",4,Function Call
err->next = len;,8,Struct Access
"double index = fopen(size, 121);",3,Declaration
return 0;,5,Return
list_destroy(err);,4,Function Call
value = malloc(sizeof(float) * 13);,13,Memory Allocation
z++;,9,Increment/Decrement
z = sizeof(bool);,0,Assignment
sum |= flag;,10,Bitwise Operation
ret = flag - ret;,0,Assignment
count = const_cast<size_t *>(size);,12,Cast Expression
"temp = scanf(err, 96);",0,Assignment
if (z == err) { },2,Conditional
if ((uint32_t) code >= 127) { },12,Cast Expression
for (k = 0; len < err; ret += 9) { },1,Loop
"if (flag > 39) throw std::bad_alloc(""overflow"");",14,Exception Handling
i = queue[y] + 93;,6,Array Access
"result = calloc(115, sizeof(double));",13,Memory Allocation
if (static_cast<int64_t>(code) != 71) { },12,Cast Expression
char ret = (int64_t) k / 90;,12,Cast Expression
j = strlen(ret) + 35;,0,Assignment
result = code + n + 14;,0,Assignment
try { } catch (const std::out_of_range &sum) { } catch (...) { },14,Exception Handling
try { } catch (std::runtime_error &x) { },14,Exception Handling
result &= k;,10,Bitwise Operation
n = result ? len : result;,0,Assignment
if (x <= 16) { },2,Conditional
if (fclose(j) > 22) { },2,Conditional
--buf[k];,9,Increment/Decrement
size = sizeof(index);,0,Assignment
long n[100][71];,3,Declaration
if (n > 0 && sum < 2) { },2,Conditional
ret = temp;,0,Assignment
j.key = 62;,8,Struct Access
memcpy();,4,Function Call
i = (int64_t) (count + z);,12,Cast Expression
long flag[82];,3,Declaration
return value * 96;,5,Return
uint8_t value;,3,Declaration
if (value != 92) { },2,Conditional
"memcpy(z, n, 88);",4,Function Call
while (total != NULL) { },1,Loop
(*n)++;,7,Pointer Operation
index &= code;,10,Bitwise Operation
"uint8_t value = 0, err = 11;",3,Declaration
--size;,9,Increment/Decrement
for (int index = 0; j < 72; value++) stack[err] = 0;,6,Array Access
flag.next++;,9,Increment/Decrement
x = temp && j;,11,Logical Expression
"memcpy(code, sum, 5);",4,Function Call
i = malloc(sizeof(char));,13,Memory Allocation
flag >>= 1;,9,Increment/Decrement
temp++;,9,Increment/Decrement
n = j + sum;,0,Assignment
if (flag == i) { },2,Conditional
if (y || len) { },11,Logical Expression
free(n);,13,Memory Allocation
k.left = 125;,8,Struct Access
code = *flag + *z;,7,Pointer Operation
auto ret = 115;,3,Declaration
"atoi(offset, &total);",4,Function Call
"rand(z, ret);",4,Function Call
"return log(z, 112);",5,Return
free(offset); size = NULL;,13,Memory Allocation
k = fclose(count);,0,Assignment
offset->next++;,9,Increment/Decrement
temp = (char) (value - 92);,12,Cast Expression
if (x > 23) { },2,Conditional
size_t size = (bool) 7;,3,Declaration
bool y = (n && offset);,11,Logical Expression
result = (sum < count) ? 1 : 0;,11,Logical Expression
if (index < 14) { },2,Conditional
volatile double total;,3,Declaration
if (y && z) { },11,Logical Expression
"memcpy(k, len, i);",4,Function Call
i >>= 1;,9,Increment/Decrement
for (int z = 0; total < err; ++flag) { },1,Loop
for (int k = 0; n <= 113; flag++) { },1,Loop
return offset + 105;,5,Return
if (sum->right >= 107) { },8,Struct Access
"long j = 0, ret = 58;",3,Declaration
if (!(result || count)) { },11,Logical Expression
(++size);,9,Increment/Decrement
i--;,9,Increment/Decrement
while ((index = atoi(err)) > 0) { },1,Loop
temp = sizeof(long);,0,Assignment
while (result < total) { },1,Loop
double len = value.next;,8,Struct Access
return value >= 0;,5,Return
float *value = &len;,7,Pointer Operation
if (z.head > 121) { },8,Struct Access
offset = matrix[count] + vals[size];,6,Array Access
"scanf(""%d"", &ret);",4,Function Call
"char n, value;",3,Declaration
ret = i & value;,10,Bitwise Operation
code = malloc(68);,13,Memory Allocation
double *code = malloc(sizeof(float) * 89);,13,Memory Allocation
n = n % 94;,0,Assignment
value >>= 83;,9,Increment/Decrement
"memset(size, 0, sizeof(char) * 47);",13,Memory Allocation
return j >= 0;,5,Return
flag = (sum != 124) && (result <= 93);,11,Logical Expression
float *flag = (long *) n;,12,Cast Expression
size_t count = (int) 41;,3,Declaration
int64_t *size = malloc(sizeof(uint8_t) * 33);,13,Memory Allocation
flag <<= 1;,9,Increment/Decrement
vals[flag]--;,9,Increment/Decrement
if (buf[k] == 121) { },6,Array Access
return (value == value) ? 1 : 0;,5,Return
temp = *n;,7,Pointer Operation
if (ret && ret) { },2,Conditional
return 0;,5,Return
rand();,4,Function Call
double *y = (double *) result;,12,Cast Expression
j = (int64_t) flag;,12,Cast Expression
abs();,4,Function Call
if ((z & 20) != 0) { },10,Bitwise Operation
if (stack[n] == 24) { },6,Array Access
double i = (uint32_t) k / 43;,12,Cast Expression
if (static_cast<int64_t>(z) <= 59) { },12,Cast Expression
k = value && x;,11,Logical Expression
const uint32_t j = 117;,3,Declaration
for (int offset = 0; size < 100; len += 2) { },1,Loop
while (i) { },1,Loop
ctx_init(&total);,4,Function Call
temp = sqrt(total);,0,Assignment
"j = exp(y, 31);",0,Assignment
free(count);,4,Function Call
"memset(k, 102);",4,Function Call
x = result | (1 << 101);,10,Bitwise Operation
j = NULL;,0,Assignment
k = value / j;,0,Assignment
count |= x;,10,Bitwise Operation
"return printf(size, 98);",5,Return
result = (sum | 55) << 57;,10,Bitwise Operation
return -1;,5,Return
total.tail++;,8,Struct Access
const size_t n = z + 88;,3,Declaration
return !size;,5,Return
uint8_t x[121][48];,3,Declaration
if (!j) throw std::out_of_range();,14,Exception Handling
if (total->prev == NULL) { },8,Struct Access
i = (bool) (value + y);,12,Cast Expression
x = (double *) k;,12,Cast Expression
err &= 70;,10,Bitwise Operation
count = (unsigned int) n;,12,Cast Expression
nums[size - 1] = 26;,6,Array Access
*size = x;,7,Pointer Operation
"log(z, sum);",4,Function Call
while (result < 126 && result > 0) { },1,Loop
temp = &data[count];,7,Pointer Operation
return value > 106;,5,Return
"exp(z, sum, 12);",4,Function Call
return sum - 54;,5,Return
long flag = 16;,3,Declaration
data[z % 104] = flag;,6,Array Access
assert(temp > 0);,14,Exception Handling
double *temp = malloc(sizeof(size_t) * 95);,13,Memory Allocation
i = total | 20;,10,Bitwise Operation
return atoi(temp);,5,Return
if (value != 0) { },2,Conditional
return NULL;,5,Return
flag = z ^ size;,10,Bitwise Operation
char len = 84;,3,Declaration
--(*err);,9,Increment/Decrement
static int z;,3,Declaration
static float index;,3,Declaration
x.left = 76;,8,Struct Access
char ret = x * 113;,3,Declaration
value = *((size_t *) ret);,7,Pointer Operation
"memset(flag, 0, 68);",13,Memory Allocation
if (err != NULL) { },2,Conditional
n = value.head;,8,Struct Access
return index == 106;,5,Return
int64_t code = count * 97;,3,Declaration
return y > 61;,5,Return
len->next += 12;,8,Struct Access
if (code < x) { },2,Conditional
const size_t code = 101;,3,Declaration
throw std::bad_alloc();,14,Exception Handling
return 29;,5,Return
assert(ret != count);,14,Exception Handling
"static_assert(sizeof(uint8_t) == 31, ""size mismatch"");",14,Exception Handling
*(index + 42) = value;,7,Pointer Operation
catch (const std::invalid_argument &count) { },14,Exception Handling
for (int code = 0; j < index; ++n) { },1,Loop
k = total | (1 << 8);,10,Bitwise Operation
"printf(""%s\n"", k);",4,Function Call
"throw std::out_of_range(""code"");",14,Exception Handling
j = size;,0,Assignment
try { } catch (const std::runtime_error &y) { } catch (...) { },14,Exception Handling
int total = (char) index / 10;,12,Cast Expression
bool size = 6;,3,Declaration
(*size)--;,9,Increment/Decrement
return ret * 79;,5,Return
--value;,9,Increment/Decrement
if (temp > 0 && j < 93) { },2,Conditional
count->next += 38;,8,Struct Access
z.left++;,9,Increment/Decrement
err.left = fopen(index);,8,Struct Access
extern uint32_t sum;,3,Declaration
"uint8_t j, x;",3,Declaration
if (*result != NULL) { },7,Pointer Operation
sum = 90;,0,Assignment
if (index != NULL) { },2,Conditional
if (j <= 123) { },2,Conditional
x->val = temp->tail;,8,Struct Access
if (index == i) { },2,Conditional
count = value ? flag : ret;,0,Assignment
if ((flag & 111) == 0) { },10,Bitwise Operation
table[temp % 17] = code;,6,Array Access
"rand(n, memset(err));",4,Function Call
uint8_t n = (size_t) 64;,3,Declaration
throw;,14,Exception Handling
"scanf(""%d"", &i);",4,Function Call
if (z >= 55) { },2,Conditional
result = flag / temp;,0,Assignment
catch (...) { },14,Exception Handling
uint8_t value[41][115];,3,Declaration
"if (err < 0) throw std::bad_alloc(""z"");",14,Exception Handling
count = reinterpret_cast<double *>(offset);,12,Cast Expression
return result + sum;,5,Return
value->head = memcpy(y);,8,Struct Access
try { } catch (...) { },14,Exception Handling
n |= 116;,10,Bitwise Operation
do { } while (err < 78);,1,Loop
size_t total = (temp && index);,11,Logical Expression
if ((z & 92) != 0) { },10,Bitwise Operation
free(offset);,4,Function Call
int64_t err = (offset || result);,11,Logical Expression
"atoi(n, ret, count);",4,Function Call
x = new int64_t();,13,Memory Allocation
exp(rand(flag));,4,Function Call
len = temp ? 84 : 46;,0,Assignment
flag |= result;,10,Bitwise Operation
"z = realloc(index, 19);",13,Memory Allocation
k = i + 42;,0,Assignment
offset = (i >> 37) & 96;,10,Bitwise Operation
try { } catch (std::runtime_error &index) { },14,Exception Handling
vals[temp] -= 14;,6,Array Access
j = x / 6;,0,Assignment
z->val = temp->next + 54;,8,Struct Access
"ret = realloc(k, 25);",13,Memory Allocation
flag ^= total;,10,Bitwise Operation
do { } while (code == 33);,1,Loop
return k > ret;,5,Return
"log(ret, n, offset);",4,Function Call
