n_instrs,n_assigns,n_binops,n_calls,n_labels,n_literals,n_temps,has_loop,call_density,assign_ratio,avg_use_count,depth_score,label_constant_fold,label_dead_code,label_loop_unroll,label_inline
6,5,1,0,0,0,8,0,0.0,0.8333,1.98,0,0,1,0,0
69,24,45,4,5,1,18,1,0.058,0.3478,0.789,14,1,1,0,0
8,2,2,4,0,1,1,0,0.5,0.25,2.714,4,0,0,0,1
24,11,13,0,3,2,5,1,0.0,0.4583,3.28,6,1,0,1,1
19,9,10,1,3,3,1,1,0.0526,0.4737,1.071,7,1,1,1,1
37,9,28,1,6,0,4,1,0.027,0.2432,0.895,13,0,1,0,0
23,6,17,2,0,3,3,0,0.087,0.2609,1.747,2,0,1,1,0
30,15,15,0,1,0,5,1,0.0,0.5,2.654,2,0,0,1,0
12,4,2,6,0,2,5,0,0.5,0.3333,2.532,6,1,0,0,1
50,18,32,1,1,7,20,1,0.02,0.36,0.642,3,1,1,0,0
35,2,33,0,5,2,10,1,0.0,0.0571,3.349,10,0,0,0,0
3,0,3,1,0,0,0,0,0.3333,0.0,2.903,1,0,0,0,0
4,1,3,0,0,0,1,0,0.0,0.25,1.739,0,0,0,0,1
66,6,60,1,3,3,16,1,0.0152,0.0909,1.942,7,0,0,0,0
23,10,13,0,0,4,2,0,0.0,0.4348,1.456,0,1,0,0,0
22,10,12,2,0,0,3,0,0.0909,0.4545,1.243,2,0,1,0,0
14,7,7,2,0,1,5,0,0.1429,0.5,0.744,2,1,1,0,1
10,10,0,0,0,9,4,0,0.0,1.0,3.031,0,1,0,0,1
19,5,14,0,4,4,4,1,0.0,0.2632,2.032,8,0,0,0,0
4,3,1,0,0,3,3,0,0.0,0.75,3.311,0,1,0,1,0
14,3,11,0,0,1,8,0,0.0,0.2143,3.164,0,0,0,0,0
20,3,17,2,3,2,11,1,0.1,0.15,3.301,8,0,0,1,1
18,11,7,0,0,1,4,0,0.0,0.6111,2.67,0,1,0,0,1
8,2,4,2,0,1,1,0,0.25,0.25,2.978,2,0,0,0,1
6,6,0,0,0,6,2,0,0.0,1.0,1.666,0,0,0,0,0
14,8,6,0,0,1,8,0,0.0,0.5714,0.698,0,1,0,1,0
20,8,12,0,0,2,8,0,0.0,0.4,0.755,0,1,1,0,0
12,4,8,0,1,1,6,1,0.0,0.3333,1.425,2,1,1,1,0
29,14,15,0,1,1,6,1,0.0,0.4828,0.884,2,1,1,1,0
22,10,12,0,0,1,8,0,0.0,0.4545,2.542,0,1,0,0,0
25,7,18,2,2,4,5,1,0.08,0.28,2.778,6,0,0,1,0
10,6,2,2,0,1,4,0,0.2,0.6,0.521,2,1,1,0,1
61,8,53,4,0,0,13,0,0.0656,0.1311,1.61,4,0,1,0,0
6,4,2,1,0,2,3,0,0.1667,0.6667,1.361,1,0,1,0,1
5,2,3,0,0,2,0,0,0.0,0.4,2.035,0,1,0,0,1
25,11,14,0,3,1,2,1,0.0,0.44,2.633,6,1,0,0,0
24,11,13,2,3,1,8,1,0.0833,0.4583,1.905,8,1,0,1,0
6,5,1,0,0,5,2,0,0.0,0.8333,2.596,0,1,0,0,0
17,12,5,0,0,1,4,0,0.0,0.7059,3.376,0,1,0,0,0
15,7,8,1,1,1,4,1,0.0667,0.4667,3.301,3,1,0,1,1
19,19,0,0,0,18,0,0,0.0,1.0,3.077,0,1,0,0,0
45,9,36,3,3,6,7,1,0.0667,0.2,1.629,9,0,1,0,0
17,16,1,0,0,4,5,0,0.0,0.9412,2.819,0,1,1,0,0
20,9,5,6,0,0,5,0,0.3,0.45,1.17,6,0,1,0,1
13,6,7,0,2,3,2,1,0.0,0.4615,3.24,4,1,0,1,0
7,2,5,0,0,1,0,0,0.0,0.2857,2.56,0,0,0,0,0
17,17,0,0,0,0,7,0,0.0,1.0,2.089,0,0,0,0,0
6,4,2,0,0,1,4,0,0.0,0.6667,1.36,0,1,1,0,0
18,1,15,2,0,0,3,0,0.1111,0.0556,1.166,2,0,0,0,1
12,5,7,0,1,3,4,1,0.0,0.4167,1.449,2,1,1,1,0
15,4,11,1,0,0,8,0,0.0667,0.2667,3.373,1,0,0,0,1
19,10,6,3,0,2,4,0,0.1579,0.5263,3.379,3,1,0,0,1
38,15,23,0,6,0,11,1,0.0,0.3947,2.722,12,0,0,0,0
14,10,4,0,0,5,2,0,0.0,0.7143,1.348,0,1,1,0,0
13,2,11,1,3,0,6,1,0.0769,0.1538,2.534,7,0,0,1,1
47,10,37,5,0,6,6,0,0.1064,0.2128,3.076,5,0,0,0,0
12,6,6,0,0,2,4,0,0.0,0.5,2.795,0,1,0,0,0
19,12,2,5,0,1,5,0,0.2632,0.6316,1.272,5,1,1,1,1
16,15,1,0,0,14,2,0,0.0,0.9375,1.49,0,0,1,0,0
7,1,1,5,0,0,1,0,0.7143,0.1429,0.963,5,0,0,0,1
7,4,3,1,0,2,2,0,0.1429,0.5714,2.457,1,1,0,0,1
10,4,6,0,0,2,7,0,0.0,0.4,0.599,0,0,1,0,0
15,8,7,0,0,5,0,0,0.0,0.5333,2.401,0,1,0,0,0
11,4,7,0,3,3,3,1,0.0,0.3636,2.818,6,1,0,1,0
8,5,3,0,0,3,3,0,0.0,0.625,2.569,0,1,0,0,0
12,4,8,0,3,3,4,1,0.0,0.3333,2.377,6,1,0,1,0
23,14,9,0,0,5,7,0,0.0,0.6087,1.861,0,1,0,0,0
5,2,3,0,2,1,1,1,0.0,0.4,1.053,4,1,0,0,0
23,7,16,1,3,3,2,1,0.0435,0.3043,1.808,7,1,0,1,0
24,6,18,0,6,3,9,1,0.0,0.25,2.832,12,0,0,0,0
8,8,0,0,0,7,0,0,0.0,1.0,2.882,0,1,1,0,0
17,12,5,0,0,12,0,0,0.0,0.7059,1.827,0,1,0,0,0
76,13,63,1,5,0,10,1,0.0132,0.1711,0.869,11,0,1,0,0
56,7,49,4,5,4,7,1,0.0714,0.125,2.671,14,1,0,0,0
17,17,0,0,0,8,3,0,0.0,1.0,2.499,0,1,0,0,0
3,2,1,0,0,2,1,0,0.0,0.6667,2.174,0,1,0,0,0
75,36,39,4,5,2,20,1,0.0533,0.48,1.364,14,1,1,0,0
30,9,21,0,3,0,6,1,0.0,0.3,1.285,6,0,1,1,0
5,1,2,2,0,0,5,0,0.4,0.2,2.512,2,0,0,0,1
14,2,12,1,0,1,8,0,0.0714,0.1429,3.495,1,0,0,1,1
12,10,2,0,0,1,8,0,0.0,0.8333,3.47,0,1,0,1,0
25,10,15,1,0,5,8,0,0.04,0.4,2.102,1,0,0,0,0
15,9,0,6,0,0,1,0,0.4,0.6,2.136,6,0,0,0,0
6,6,0,0,0,5,1,0,0.0,1.0,1.44,0,1,1,0,0
6,0,6,0,0,0,1,0,0.0,0.0,0.614,0,0,0,0,0
9,4,5,0,1,2,4,1,0.0,0.4444,1.703,2,1,1,1,0
5,5,0,0,0,3,3,0,0.0,1.0,0.919,0,1,1,0,1
5,1,4,1,0,1,0,0,0.2,0.2,3.476,1,0,0,0,0
41,19,22,5,5,1,6,1,0.122,0.4634,1.611,15,1,1,0,0
7,1,3,3,0,1,2,0,0.4286,0.1429,1.665,3,0,0,0,1
5,2,3,1,1,0,2,1,0.2,0.4,0.873,3,0,0,1,0
20,15,5,0,0,14,3,0,0.0,0.75,1.879,0,1,0,1,0
16,10,6,0,0,4,4,0,0.0,0.625,3.076,0,1,0,0,0
15,3,6,6,0,2,5,0,0.4,0.2,2.06,6,0,0,0,1
10,5,5,0,0,4,2,0,0.0,0.5,2.359,0,1,0,0,0
29,4,25,1,6,1,6,1,0.0345,0.1379,1.292,13,0,1,0,0
9,6,3,0,0,6,0,0,0.0,0.6667,0.634,0,1,1,0,0
8,5,3,1,0,3,3,0,0.125,0.625,2.996,1,1,0,0,1
10,2,4,4,0,2,5,0,0.4,0.2,1.627,4,0,0,0,0
24,7,17,1,6,0,6,1,0.0417,0.2917,2.209,13,0,0,0,0
13,11,2,0,0,0,3,0,0.0,0.8462,3.205,0,0,0,0,0
4,4,0,1,0,2,0,0,0.25,1.0,1.111,1,0,1,0,1
24,9,15,0,0,3,6,0,0.0,0.375,1.258,0,1,1,0,0
20,6,14,1,1,0,1,1,0.05,0.3,2.763,3,0,0,1,0
13,7,6,0,0,2,3,0,0.0,0.5385,1.031,0,1,1,0,0
16,6,10,1,0,1,3,0,0.0625,0.375,2.471,1,1,0,0,1
1,0,1,1,0,0,3,0,1.0,0.0,2.97,1,0,0,0,1
14,2,12,1,0,1,5,0,0.0714,0.1429,1.063,1,0,0,0,1
8,0,8,0,0,0,1,0,0.0,0.0,1.147,0,0,0,0,1
3,0,3,0,0,0,0,0,0.0,0.0,2.135,0,0,0,0,0
7,3,4,1,2,2,1,1,0.1429,0.4286,1.349,5,1,1,1,1
15,7,8,1,0,1,8,0,0.0667,0.4667,3.124,1,1,0,1,1
14,13,1,0,0,12,0,0,0.0,0.9286,2.225,0,1,0,0,0
14,12,2,0,0,2,8,0,0.0,0.8571,2.148,0,1,0,0,0
14,4,10,2,0,1,7,0,0.1429,0.2857,1.105,2,0,1,0,1
30,8,22,0,2,4,11,1,0.0,0.2667,3.027,4,0,0,1,0
7,5,2,0,0,4,4,0,0.0,0.7143,1.618,0,1,1,0,0
5,3,0,2,0,2,2,0,0.4,0.6,2.034,2,1,0,0,0
19,9,10,0,0,8,0,0,0.0,0.4737,1.15,0,1,1,0,0
11,3,8,0,3,1,5,1,0.0,0.2727,2.88,6,1,1,1,0
16,2,9,5,0,2,1,0,0.3125,0.125,2.916,5,0,0,0,1
24,4,20,2,5,3,9,1,0.0833,0.1667,2.546,12,0,0,1,0
9,1,3,5,0,1,2,0,0.5556,0.1111,3.409,5,0,0,0,1
24,17,7,0,0,4,5,0,0.0,0.7083,2.79,0,1,0,0,0
12,2,10,2,0,1,7,0,0.1667,0.1667,2.448,2,0,0,0,1
20,4,16,1,0,2,7,0,0.05,0.2,2.351,1,0,0,0,0
14,13,1,0,0,12,0,0,0.0,0.9286,0.844,0,1,1,0,0
30,14,16,3,3,1,11,1,0.1,0.4667,2.56,9,1,0,1,0
32,16,16,5,4,0,20,1,0.1562,0.5,3.097,13,0,0,0,0
19,12,7,0,0,3,6,0,0.0,0.6316,2.641,0,1,0,1,0
13,6,7,2,5,1,6,1,0.1538,0.4615,0.935,12,1,1,0,1
20,11,9,0,0,5,3,0,0.0,0.55,1.938,0,1,0,0,0
2,1,1,1,0,1,0,0,0.5,0.5,1.895,1,1,0,0,1
8,4,4,0,2,1,4,1,0.0,0.5,1.559,4,1,1,1,0
28,8,20,0,3,1,2,1,0.0,0.2857,1.549,6,0,1,1,0
18,6,12,0,0,3,2,0,0.0,0.3333,0.903,0,1,1,0,0
6,4,2,1,0,2,0,0,0.1667,0.6667,0.725,1,1,1,0,1
30,5,25,0,5,3,8,1,0.0,0.1667,3.429,10,0,0,0,0
15,7,8,0,0,1,7,0,0.0,0.4667,2.691,0,1,0,0,0
28,12,16,0,5,3,9,1,0.0,0.4286,2.322,10,1,1,0,0
45,10,35,3,0,4,15,0,0.0667,0.2222,3.158,3,0,0,0,0
17,7,10,0,2,3,1,1,0.0,0.4118,0.754,4,1,1,1,0
42,14,28,2,0,0,16,0,0.0476,0.3333,0.957,2,0,1,0,0
41,15,26,1,1,6,14,1,0.0244,0.3659,2.305,3,1,0,0,0
17,16,1,0,0,5,6,0,0.0,0.9412,3.317,0,1,0,0,0
23,7,16,2,0,0,4,0,0.087,0.3043,1.462,2,0,1,1,0
24,12,12,0,0,0,6,0,0.0,0.5,0.916,0,0,1,0,0
11,11,0,0,0,3,6,0,0.0,1.0,1.748,0,1,1,0,0
25,6,19,0,0,0,5,0,0.0,0.24,0.962,0,0,1,0,0
13,1,8,4,0,0,1,0,0.3077,0.0769,2.341,4,0,0,0,1
14,5,9,2,0,1,6,0,0.1429,0.3571,1.403,2,1,1,0,1
12,1,6,5,0,1,4,0,0.4167,0.0833,2.739,5,0,0,0,1
10,5,5,1,3,3,1,1,0.1,0.5,1.421,7,1,0,1,1
8,3,5,0,1,2,5,1,0.0,0.375,2.071,2,1,0,1,0
10,10,0,0,0,7,3,0,0.0,1.0,2.592,0,1,0,0,0
6,4,2,1,0,2,0,0,0.1667,0.6667,2.587,1,1,0,0,1
20,6,14,0,2,0,3,1,0.0,0.3,3.048,4,0,0,1,0
47,17,30,2,2,7,9,1,0.0426,0.3617,0.915,6,1,1,0,0
19,14,5,0,0,3,4,0,0.0,0.7368,1.125,0,1,1,0,0
4,3,1,1,0,1,2,0,0.25,0.75,3.497,1,1,0,0,1
24,7,17,0,0,0,5,0,0.0,0.2917,2.731,0,0,0,0,0
18,16,2,0,0,14,3,0,0.0,0.8889,1.763,0,1,1,0,0
1,1,0,0,0,1,2,0,0.0,1.0,3.346,0,1,0,0,0
17,13,4,0,0,3,7,0,0.0,0.7647,2.363,0,1,0,0,0
23,18,5,0,0,1,7,0,0.0,0.7826,2.685,0,1,0,0,0
11,4,7,0,6,3,9,1,0.0,0.3636,0.569,12,1,1,0,1
13,2,11,1,1,2,2,1,0.0769,0.1538,0.898,3,0,0,0,1
8,1,1,6,0,0,3,0,0.75,0.125,1.655,6,0,0,0,1
6,4,2,1,0,3,2,0,0.1667,0.6667,1.238,1,1,1,0,1
13,4,9,2,5,3,10,1,0.1538,0.3077,1.195,12,1,1,0,1
4,0,4,0,0,0,1,0,0.0,0.0,1.816,0,0,0,0,0
23,10,13,0,0,5,6,0,0.0,0.4348,1.643,0,1,1,0,0
45,21,24,1,2,4,8,1,0.0222,0.4667,1.954,5,1,0,0,0
27,4,23,1,1,0,2,1,0.037,0.1481,0.703,3,0,1,1,0
19,4,15,0,0,0,3,0,0.0,0.2105,2.258,0,0,0,0,0
7,6,1,0,0,5,3,0,0.0,0.8571,2.664,0,1,0,1,0
21,17,4,0,0,2,3,0,0.0,0.8095,2.008,0,1,0,0,0
5,5,0,0,0,4,4,0,0.0,1.0,1.581,0,1,1,1,1
4,4,0,1,0,0,3,0,0.25,1.0,0.718,1,0,1,1,1
8,4,4,0,2,2,4,1,0.0,0.5,2.481,4,1,0,1,0
18,3,10,5,0,2,3,0,0.2778,0.1667,1.882,5,0,0,0,1
1,1,0,1,0,1,1,0,1.0,1.0,2.021,1,1,0,0,1
16,2,14,2,0,1,5,0,0.125,0.125,3.434,2,0,0,0,1
10,9,1,0,0,7,0,0,0.0,0.9,2.65,0,1,1,0,0
15,8,5,2,0,0,5,0,0.1333,0.5333,1.313,2,0,1,0,1
8,1,4,3,0,1,5,0,0.375,0.125,2.219,3,0,0,1,1
33,12,21,1,2,4,4,1,0.0303,0.3636,1.801,5,1,0,0,0
8,2,4,2,0,2,1,0,0.25,0.25,3.311,2,0,0,0,0
29,9,20,2,4,4,10,1,0.069,0.3103,0.756,10,1,1,0,0
16,3,13,2,0,1,4,0,0.125,0.1875,1.405,2,0,1,0,1
25,10,15,0,2,4,8,1,0.0,0.4,3.022,4,1,0,1,0
23,3,20,1,0,1,8,0,0.0435,0.1304,2.769,1,0,0,0,0
1,0,1,1,0,0,2,0,1.0,0.0,2.162,1,0,0,0,1
3,3,0,1,0,0,3,0,0.3333,1.0,0.916,1,0,0,0,1
7,7,0,0,0,7,2,0,0.0,1.0,1.265,0,1,1,1,0
2,2,0,1,0,1,3,0,0.5,1.0,3.423,1,1,0,0,1
9,6,3,0,0,3,6,0,0.0,0.6667,0.956,0,1,1,0,0
2,2,0,0,0,0,2,0,0.0,1.0,2.789,0,0,0,0,0
21,4,17,0,0,2,5,0,0.0,0.1905,1.572,0,0,1,0,0
72,11,61,1,0,3,7,0,0.0139,0.1528,3.411,1,0,0,0,0
2,2,0,1,0,2,2,0,0.5,1.0,3.076,1,1,0,0,1
31,10,21,5,1,2,15,1,0.1613,0.3226,0.915,7,0,1,0,0
29,8,21,0,2,1,2,1,0.0,0.2759,1.52,4,0,1,1,0
3,2,1,0,0,2,1,0,0.0,0.6667,2.565,0,0,0,0,0
71,30,41,0,1,6,16,1,0.0,0.4225,3.398,2,1,0,0,0
30,15,15,3,2,6,8,1,0.1,0.5,2.721,7,1,0,1,0
16,6,10,0,0,1,4,0,0.0,0.375,2.358,0,1,0,0,0
6,1,1,4,0,1,1,0,0.6667,0.1667,1.697,4,0,0,0,1
14,6,8,0,0,2,6,0,0.0,0.4286,1.561,0,1,1,0,0
35,4,31,2,3,2,3,1,0.0571,0.1143,2.833,8,0,0,0,0
17,16,1,0,0,13,4,0,0.0,0.9412,1.211,0,1,1,0,0
5,4,1,1,0,0,0,0,0.2,0.8,0.741,1,1,1,0,1
10,2,8,1,0,1,5,0,0.1,0.2,1.704,1,0,0,0,1
7,7,0,0,0,6,2,0,0.0,1.0,2.067,0,1,0,0,0
7,5,2,0,0,2,6,0,0.0,0.7143,3.047,0,1,0,0,0
12,1,9,2,0,0,2,0,0.1667,0.0833,3.153,2,0,0,0,1
59,22,37,5,0,7,5,0,0.0847,0.3729,1.421,5,1,1,0,0
6,1,5,1,0,0,1,0,0.1667,0.1667,1.099,1,1,0,0,1
18,3,12,3,0,0,2,0,0.1667,0.1667,2.672,3,0,0,0,0
8,0,8,0,0,0,2,0,0.0,0.0,0.512,0,0,0,1,0
9,4,5,0,2,0,6,1,0.0,0.4444,3.298,4,0,0,1,0
16,10,6,0,0,5,6,0,0.0,0.625,2.181,0,1,0,0,1
8,7,1,1,0,4,1,0,0.125,0.875,1.196,1,1,1,0,1
5,1,4,0,0,0,1,0,0.0,0.2,3.005,0,0,0,0,0
24,8,16,1,3,3,9,1,0.0417,0.3333,1.433,7,1,1,1,0
23,4,19,0,0,0,2,0,0.0,0.1739,1.094,0,0,1,0,0
8,1,1,6,0,1,1,0,0.75,0.125,3.443,6,0,0,0,1
25,13,12,0,0,4,2,0,0.0,0.52,2.317,0,1,0,0,0
78,17,61,5,0,10,11,0,0.0641,0.2179,2.1,5,0,0,0,0
57,7,50,3,2,5,19,1,0.0526,0.1228,2.771,7,0,0,0,0
74,36,38,2,3,5,13,1,0.027,0.4865,1.363,8,1,1,0,0
29,10,19,0,6,2,12,1,0.0,0.3448,1.319,12,1,1,0,0
10,5,5,2,0,1,3,0,0.2,0.5,2.976,2,1,0,0,1
17,7,10,0,0,3,2,0,0.0,0.4118,0.68,0,1,1,0,0
8,7,1,0,0,1,4,0,0.0,0.875,0.879,0,1,1,1,0
32,15,17,3,0,0,16,0,0.0938,0.4688,1.453,3,0,1,0,0
30,14,16,0,5,1,11,1,0.0,0.4667,0.934,10,1,1,0,0
14,7,7,0,0,2,8,0,0.0,0.5,2.226,0,1,0,0,0
12,6,6,1,0,3,5,0,0.0833,0.5,1.787,1,1,0,0,1
12,3,9,1,2,2,5,1,0.0833,0.25,0.553,5,0,1,1,1
77,35,42,3,5,1,13,1,0.039,0.4545,1.233,13,0,1,0,0
18,17,1,0,0,17,3,0,0.0,0.9444,1.342,0,1,1,0,0
18,4,11,3,0,0,2,0,0.1667,0.2222,2.096,3,0,0,0,1
11,1,6,4,0,1,3,0,0.3636,0.0909,0.934,4,0,0,0,1
23,7,16,1,0,1,5,0,0.0435,0.3043,1.528,1,1,1,0,0
6,5,1,0,0,0,0,0,0.0,0.8333,1.384,0,0,1,0,1
8,4,4,1,0,4,0,0,0.125,0.5,2.911,1,1,1,0,1
20,10,10,1,4,0,12,1,0.05,0.5,1.516,9,0,1,1,0
7,4,3,0,0,2,2,0,0.0,0.5714,2.714,0,1,0,0,0
20,10,5,5,0,1,1,0,0.25,0.5,2.517,5,1,0,0,1
15,10,0,5,0,2,2,0,0.3333,0.6667,2.988,5,1,0,0,1
4,4,0,0,0,4,3,0,0.0,1.0,2.686,0,1,0,0,0
7,7,0,1,0,2,2,0,0.1429,1.0,3.229,1,1,0,0,0
25,18,7,0,0,2,6,0,0.0,0.72,1.779,0,1,1,0,0
21,7,14,1,2,1,1,1,0.0476,0.3333,1.442,5,1,1,1,0
8,4,4,1,0,2,7,0,0.125,0.5,2.169,1,1,0,0,1
6,4,2,0,0,0,2,0,0.0,0.6667,0.558,0,0,1,0,0
17,6,11,0,0,4,2,0,0.0,0.3529,1.451,0,1,1,0,0
25,6,19,1,3,2,3,1,0.04,0.24,3.224,7,0,0,1,0
5,5,0,0,0,5,4,0,0.0,1.0,1.707,0,1,1,0,0
8,2,0,6,0,0,4,0,0.75,0.25,1.009,6,0,0,0,1
37,6,31,2,4,6,16,1,0.0541,0.1622,2.381,10,0,0,0,0
5,0,5,0,0,0,2,0,0.0,0.0,1.119,0,0,0,0,0
5,2,3,0,2,2,2,1,0.0,0.4,2.156,4,1,0,1,0
24,5,19,1,0,1,8,0,0.0417,0.2083,2.348,1,0,0,0,0
16,8,8,1,2,4,4,1,0.0625,0.5,1.002,5,1,1,1,1
16,11,5,0,0,10,1,0,0.0,0.6875,2.1,0,1,0,0,0
6,5,1,1,0,1,0,0,0.1667,0.8333,2.539,1,1,0,0,1
24,6,18,2,0,0,8,0,0.0833,0.25,2.386,2,0,0,0,0
8,8,0,0,0,4,1,0,0.0,1.0,1.789,0,1,1,0,0
17,3,14,0,5,3,9,1,0.0,0.1765,0.703,10,0,1,0,0
20,10,10,0,0,1,7,0,0.0,0.5,2.451,0,1,0,0,0
73,24,49,1,1,2,5,1,0.0137,0.3288,0.639,3,1,1,0,0
11,3,8,0,0,0,8,0,0.0,0.2727,1.573,0,0,1,0,0
1,0,1,1,0,0,1,0,1.0,0.0,3.215,1,0,0,0,1
4,0,4,0,0,0,1,0,0.0,0.0,1.293,0,0,0,0,0
6,2,4,0,2,0,1,1,0.0,0.3333,1.96,4,0,0,1,0
18,8,10,1,0,0,7,0,0.0556,0.4444,1.32,1,0,1,0,1
41,17,24,3,4,5,7,1,0.0732,0.4146,1.702,11,1,1,0,0
12,5,7,1,0,0,6,0,0.0833,0.4167,0.767,1,0,1,0,1
18,6,12,0,0,3,3,0,0.0,0.3333,2.993,0,1,0,0,0
9,4,5,0,3,3,4,1,0.0,0.4444,1.817,6,1,0,1,0
9,3,6,1,2,1,1,1,0.1111,0.3333,1.428,5,1,1,1,1
15,3,6,6,0,2,2,0,0.4,0.2,3.175,6,0,1,0,1
3,0,3,1,0,0,3,0,0.3333,0.0,2.595,1,0,0,0,1
15,2,13,1,0,1,8,0,0.0667,0.1333,2.782,1,0,0,0,1
6,3,3,0,2,2,1,1,0.0,0.5,1.548,4,1,1,0,0
25,25,0,0,0,3,5,0,0.0,1.0,3.238,0,1,0,0,0
23,2,21,1,2,2,2,1,0.0435,0.087,2.888,5,0,0,1,0
12,7,1,4,0,1,1,0,0.3333,0.5833,2.26,4,1,0,0,1
8,3,5,1,0,0,2,0,0.125,0.375,2.929,1,0,0,0,1
54,26,28,1,1,0,7,1,0.0185,0.4815,3.159,3,0,0,0,0
17,13,0,4,0,0,2,0,0.2353,0.7647,0.626,4,0,1,0,1
22,6,16,0,3,2,6,1,0.0,0.2727,1.58,6,0,1,1,1
7,5,2,0,0,1,4,0,0.0,0.7143,3.252,0,1,0,0,0
25,25,0,0,0,7,8,0,0.0,1.0,1.152,0,1,1,0,0
17,5,12,0,0,1,3,0,0.0,0.2941,1.845,0,0,0,0,0
78,19,59,5,3,3,9,1,0.0641,0.2436,2.646,11,0,0,0,0
19,2,17,0,2,2,1,1,0.0,0.1053,0.993,4,0,0,0,0
13,7,2,4,0,1,4,0,0.3077,0.5385,1.885,4,1,0,0,1
80,18,62,3,0,10,13,0,0.0375,0.225,2.225,3,0,0,0,0
11,4,7,0,0,2,4,0,0.0,0.3636,1.044,0,1,1,0,0
6,4,2,0,0,3,4,0,0.0,0.6667,2.53,0,1,0,0,0
35,9,26,2,2,3,11,1,0.0571,0.2571,2.166,6,0,0,0,0
14,5,9,1,0,1,4,0,0.0714,0.3571,2.652,1,1,0,0,1
8,4,4,2,0,1,4,0,0.25,0.5,0.914,2,1,1,0,1
13,8,0,5,0,2,2,0,0.3846,0.6154,2.392,5,1,0,0,1
18,17,1,0,0,1,6,0,0.0,0.9444,1.178,0,1,1,0,0
1,0,1,0,0,0,0,0,0.0,0.0,2.159,0,0,0,0,0
21,7,14,0,0,2,3,0,0.0,0.3333,0.618,0,1,1,0,0
25,7,18,1,3,1,4,1,0.04,0.28,3.028,7,0,0,1,0
20,2,18,2,4,1,6,1,0.1,0.1,2.164,10,0,0,0,1
8,2,6,2,0,0,6,0,0.25,0.25,1.998,2,0,0,0,1
5,4,1,1,0,0,1,0,0.2,0.8,0.954,1,0,1,1,1
78,36,42,4,3,5,12,1,0.0513,0.4615,1.466,10,1,1,0,0
18,9,9,1,2,3,4,1,0.0556,0.5,2.696,5,1,0,1,1
7,7,0,0,0,4,4,0,0.0,1.0,0.622,0,1,1,0,0
29,10,19,0,2,1,2,1,0.0,0.3448,2.199,4,1,0,1,0
21,7,14,2,0,3,7,0,0.0952,0.3333,0.959,2,1,1,0,0
18,6,12,0,0,5,2,0,0.0,0.3333,2.863,0,1,0,0,0
20,4,16,0,0,0,2,0,0.0,0.2,2.717,0,0,0,0,0
11,3,8,1,0,0,2,0,0.0909,0.2727,2.626,1,0,0,0,1
15,13,2,0,0,11,0,0,0.0,0.8667,1.315,0,1,1,0,1
11,3,8,0,3,2,5,1,0.0,0.2727,0.778,6,0,0,1,0
21,9,12,0,0,2,7,0,0.0,0.4286,0.968,0,1,1,0,0
18,4,14,0,0,3,2,0,0.0,0.2222,1.323,0,0,1,0,0
50,24,26,3,1,0,6,1,0.06,0.48,1.73,5,0,1,0,1
77,33,44,2,3,6,7,1,0.026,0.4286,1.436,8,1,1,0,0
10,5,5,0,2,3,11,1,0.0,0.5,2.994,4,1,0,1,0
13,6,7,0,0,0,6,0,0.0,0.4615,2.987,0,0,0,0,0
24,6,18,1,2,2,1,1,0.0417,0.25,0.789,5,0,0,1,0
33,3,30,1,4,1,3,1,0.0303,0.0909,2.837,9,0,0,0,0
59,12,47,1,0,0,19,0,0.0169,0.2034,2.968,1,0,0,1,0
8,6,2,0,0,5,4,0,0.0,0.75,2.598,0,1,0,0,0
17,5,12,1,6,4,4,1,0.0588,0.2941,1.545,13,0,1,0,1
21,18,3,0,0,1,6,0,0.0,0.8571,1.471,0,1,0,0,0
79,20,59,4,1,7,7,1,0.0506,0.2532,2.523,6,0,1,0,0
15,15,0,0,0,13,1,0,0.0,1.0,1.738,0,1,1,0,1
8,3,5,1,0,2,3,0,0.125,0.375,1.441,1,1,1,0,1
15,14,1,0,0,3,8,0,0.0,0.9333,0.967,0,1,1,0,0
76,8,68,4,3,1,9,1,0.0526,0.1053,1.881,10,0,0,0,0
53,5,48,3,2,4,7,1,0.0566,0.0943,1.067,7,0,0,0,0
18,10,8,0,0,10,3,0,0.0,0.5556,2.924,0,1,0,0,0
16,11,0,5,0,1,2,0,0.3125,0.6875,2.721,5,1,0,0,1
18,5,13,0,2,3,2,1,0.0,0.2778,2.444,4,0,0,0,0
10,2,8,0,0,0,8,0,0.0,0.2,2.696,0,0,0,0,0
6,1,5,1,0,0,3,0,0.1667,0.1667,2.857,1,0,0,0,1
8,6,2,0,0,0,4,0,0.0,0.75,3.228,0,0,0,0,0
13,4,9,0,0,0,2,0,0.0,0.3077,3.375,0,0,0,0,1
13,2,11,0,3,1,3,1,0.0,0.1538,1.758,6,0,0,1,0
19,5,14,1,0,0,5,0,0.0526,0.2632,2.006,1,0,0,0,1
67,5,62,3,2,2,17,1,0.0448,0.0746,1.769,7,0,1,0,0
23,4,19,2,0,2,5,0,0.087,0.1739,2.636,2,0,0,0,0
17,4,7,6,0,1,1,0,0.3529,0.2353,1.566,6,0,1,0,0
80,14,66,2,4,5,20,1,0.025,0.175,1.4,10,0,1,0,0
3,1,2,1,0,0,2,0,0.3333,0.3333,1.647,1,0,0,0,1
18,9,9,2,0,4,2,0,0.1111,0.5,1.059,2,1,1,0,0
